ir,red
115148,100336
115097,100277
115173,100323
115188,100368
115220,100350
115243,100376
115213,100349
115298,100394
115377,100424
115390,100422
115465,100456
115454,100458
115525,100496
115598,100539
115652,100539
115668,100574
115676,100531
115796,100616
115865,100651
115896,100647
115914,100663
115904,100646
115972,100680
116045,100712
116029,100722
116100,100721
116079,100673
116137,100716
116181,100768
116207,100773
116212,100778
116235,100770
116308,100785
116385,100845
116440,100871
116472,100864
116479,100848
116613,100945
116663,100956
116727,100994
116793,100989
116775,100983
116887,101027
116919,101090
116910,101076
116934,101045
116940,101043
116999,101037
117015,101055
117017,101104
116965,101048
116958,101039
116979,101067
116972,101071
116967,101060
116910,101032
116877,100996
116902,101027
116907,101061
116856,101004
116825,101021
116795,100968
116838,101028
116863,100981
116821,100990
116794,100997
116799,100956
116805,101016
116820,101037
116820,100997
116793,101002
116792,100970
116856,101013
116880,100999
116886,101002
116903,101015
116875,101011
116959,101062
116961,101104
116967,101080
116983,101090
116991,101079
117096,101120
117105,101132
117113,101141
117121,101151
117114,101130
117220,101203
117236,101189
117254,101201
117265,101178
117303,101177
117369,101264
117416,101278
117431,101273
117464,101277
117451,101265
117547,101317
117575,101321
117608,101315
117604,101313
117626,101328
117704,101380
117706,101394
117744,101406
117762,101368
117754,101375
117897,101437
117906,101448
117901,101442
117897,101446
117910,101430
118035,101509
118052,101486
118038,101502
118047,101479
118034,101483
118105,101568
118201,101564
118149,101581
118156,101524
118193,101565
118242,101588
118247,101614
118288,101617
118270,101570
118298,101594
118330,101648
118404,101666
118386,101620
118354,101616
118412,101646
118489,101663
118474,101688
118486,101673
118458,101652
118449,101660
118500,101712
118531,101712
118547,101672
118487,101663
118531,101702
118584,101737
118570,101723
118578,101733
118556,101707
118582,101737
118616,101744
118639,101777
118639,101753
118602,101703
118660,101748
118682,101773
118705,101796
118719,101768
118674,101749
118718,101816
118790,101834
118806,101819
118812,101827
118770,101763
118825,101804
118907,101864
118937,101880
118932,101874
118906,101832
118989,101855
119065,101929
119085,101911
119059,101931
119072,101874
119089,101911
119159,101991
119140,101971
119149,101958
119059,101882
119056,101905
118972,101865
118805,101808
118551,101673
118251,101549
117967,101444
117678,101322
117340,101224
117014,101057
116648,100879
116385,100840
116210,100750
116030,100696
115792,100596
115629,100495
115569,100491
115465,100453
115389,100419
115314,100384
115198,100335
115205,100338
115212,100364
115199,100346
115138,100352
115075,100277
115173,100347
115206,100377
115195,100369
115259,100372
115207,100323
115283,100396
115355,100400
115408,100420
115435,100454
115424,100450
115530,100489
115607,100531
115651,100546
115726,100550
115683,100540
115830,100607
115903,100665
115927,100664
115975,100674
115945,100648
116060,100724
116094,100748
116106,100742
116143,100729
116173,100709
116251,100794
116329,100816
116340,100838
116362,100825
116336,100836
116453,100908
116543,100907
116570,100909
116601,100908
116623,100883
116733,100987
116832,101006
116915,101051
116913,101070
116945,101041
117076,101084
117153,101155
117154,101161
117169,101140
117181,101101
117285,101200
117277,101204
117219,101182
117235,101155
117180,101139
117230,101150
117205,101174
117200,101152
117134,101131
117087,101087
117118,101123
117096,101100
117068,101082
117042,101072
117005,101053
117013,101098
117040,101114
117044,101072
116981,101034
116927,101051
117017,101104
116988,101074
116981,101071
116998,101072
116993,101050
117020,101076
117085,101112
117083,101096
117048,101080
117087,101111
117187,101145
117164,101148
117185,101168
117206,101149
117223,101137
117254,101205
117350,101240
117361,101212
117362,101191
117391,101215
117458,101278
117528,101287
117531,101297
117537,101264
117542,101288
117652,101326
117652,101354
117710,101361
117714,101351
117707,101341
117813,101428
117826,101433
117876,101417
117854,101428
117905,101430
117978,101490
118020,101503
118041,101484
118046,101466
118073,101494
118169,101566
118192,101522
118205,101563
118142,101512
118197,101533
118268,101598
118299,101609
118320,101598
118308,101594
118366,101607
118400,101632
118444,101688
118461,101680
118434,101618
118480,101649
118506,101705
118515,101735
118562,101712
118503,101664
118605,101716
118665,101770
118661,101703
118639,101736
118629,101725
118699,101746
118726,101780
118730,101787
118728,101759
118708,101738
118762,101808
118839,101826
118824,101814
118828,101810
118791,101742
118810,101805
118877,101841
118881,101834
118855,101813
118870,101802
118918,101838
118927,101867
118964,101867
118932,101831
118902,101810
118974,101868
118982,101882
118981,101869
119004,101874
118987,101864
119055,101862
119049,101914
119096,101936
119076,101926
119087,101860
119121,101920
119170,101951
119214,101954
119206,101966
119163,101931
119268,101991
119323,102004
119277,102028
119348,102019
119294,101979
119379,102011
119465,102074
119456,102095
119492,102085
119449,102052
119542,102113
119624,102124
119570,102119
119620,102146
119567,102066
119566,102090
119536,102099
119446,102043
119222,101929
118916,101776
118672,101715
118349,101568
117992,101401
117571,101236
117219,101085
116924,101015
116642,100905
116420,100823
116216,100706
115970,100611
115862,100601
115784,100590
115686,100533
115565,100462
115427,100413
115451,100427
115403,100426
115377,100423
115358,100398
115287,100369
115384,100437
115393,100464
115418,100427
115446,100447
115405,100422
115490,100493
115522,100490
115587,100539
115616,100522
115665,100526
115763,100613
115826,100626
115842,100609
115879,100634
115946,100647
116048,100703
116119,100729
116179,100780
116203,100777
116232,100772
116326,100811
116380,100837
116388,100831
116414,100801
116434,100834
116523,100907
116576,100939
116583,100911
116610,100932
