ir,red
108057,98181
108081,98224
108084,98229
108137,98228
108165,98223
108186,98226
108163,98264
108232,98263
108266,98291
108233,98293
108283,98271
108306,98293
108332,98328
108342,98324
108382,98326
108379,98329
108418,98347
108432,98344
108432,98356
108464,98358
108480,98370
108518,98368
108554,98363
108530,98364
108536,98381
108541,98366
108594,98392
108562,98396
108614,98410
108611,98412
108650,98430
108641,98413
108678,98429
108671,98407
108690,98410
108713,98454
108740,98450
108730,98458
108765,98437
108796,98458
108742,98478
108814,98455
108811,98485
108826,98483
108859,98494
108875,98510
108902,98526
108908,98500
108925,98497
108950,98537
108963,98522
108977,98549
108985,98548
109027,98536
109061,98575
109053,98573
109031,98547
109055,98558
109095,98551
109045,98567
109084,98574
109033,98538
109001,98518
108930,98500
108852,98484
108721,98415
108664,98383
108544,98336
108408,98290
108273,98212
108125,98169
107981,98108
107861,98066
107710,98022
107578,97937
107417,97916
107302,97842
107181,97815
107074,97788
106952,97724
106873,97686
106797,97650
106691,97639
106655,97620
106610,97613
106544,97595
106485,97577
106500,97548
106469,97536
106428,97569
106438,97587
106441,97550
106433,97550
106417,97549
106446,97546
106446,97578
106461,97561
106505,97574
106457,97576
106519,97608
106500,97599
106569,97601
106503,97580
106563,97619
106521,97604
106566,97624
106585,97623
106570,97622
106592,97612
106602,97638
106638,97623
106624,97624
106638,97637
106686,97634
106685,97670
106709,97663
106777,97676
106795,97703
106845,97719
106865,97738
106932,97766
106924,97740
107015,97778
107050,97830
107085,97825
107117,97822
107141,97846
107155,97842
107179,97850
107200,97874
107184,97864
107225,97866
107200,97875
107233,97874
107209,97860
107248,97852
107225,97885
107209,97857
107222,97840
107234,97849
107204,97859
107216,97861
107221,97872
107231,97856
107214,97860
107227,97859
107261,97880
107222,97854
107238,97872
107231,97867
107257,97864
107254,97893
107251,97878
107288,97872
107303,97890
107333,97905
107336,97901
107342,97898
107387,97922
107377,97929
107417,97937
107435,97944
107459,97949
107498,97988
107537,97977
107571,97999
107566,98008
107635,98021
107659,98000
107701,98043
107691,98070
107729,98084
107777,98086
107834,98120
107861,98101
107879,98118
107937,98128
107899,98136
107977,98177
108008,98171
108042,98178
108057,98203
108085,98174
108120,98187
108122,98224
108171,98246
108197,98241
108225,98263
108234,98259
108272,98270
108308,98292
108339,98280
108353,98281
108327,98296
108399,98316
108413,98321
108427,98340
108461,98322
108437,98327
108489,98347
108523,98371
108524,98335
108548,98363
108604,98386
108605,98386
108611,98405
108645,98391
108635,98402
108651,98422
108704,98410
108709,98420
108694,98436
108719,98432
108760,98452
108734,98454
108762,98461
108795,98482
108795,98479
108831,98472
108849,98484
108852,98478
108893,98509
108913,98515
108922,98522
108974,98520
108936,98527
108977,98552
109015,98535
109048,98556
109042,98548
109051,98561
109088,98574
109107,98581
109135,98611
109138,98594
109163,98598
109199,98594
109208,98621
109240,98651
109253,98637
109271,98641
109268,98654
109255,98622
109235,98647
109176,98605
109158,98553
109035,98539
108942,98511
108856,98467
108736,98389
108573,98368
108448,98306
108325,98237
108147,98158
107996,98111
107868,98064
107716,97996
107564,97950
107409,97890
107302,97844
107175,97795
107000,97758
106931,97698
106813,97658
106739,97644
106654,97599
106580,97596
106534,97583
106453,97578
106434,97533
106446,97556
106414,97529
106355,97544
106369,97541
106353,97533
106383,97538
106333,97530
106347,97527
106406,97539
106408,97546
106403,97558
106414,97557
106380,97577
106436,97554
106436,97564
106421,97557
106422,97560
106446,97578
106460,97578
106489,97570
106456,97583
106437,97575
106492,97582
106460,97566
106508,97584
106503,97577
106527,97589
106521,97603
106549,97628
106612,97628
106643,97664
106623,97655
106704,97683
106744,97699
106775,97713
106813,97725
106835,97763
106890,97748
106921,97762
106936,97783
106964,97802
106987,97765
107009,97802
106981,97789
107018,97774
107019,97807
106980,97794
106997,97788
107006,97785
107003,97776
106989,97782
106989,97801
106975,97776
106974,97767
106991,97776
106967,97749
106959,97785
106936,97767
106948,97770
106976,97756
106954,97789
106950,97784
106952,97776
106974,97768
106972,97768
106962,97767
107008,97758
106986,97798
107027,97789
107000,97802
107019,97759
107056,97833
107071,97829
107122,97828
107104,97846
107143,97811
107157,97844
107177,97870
107222,97871
107222,97862
107290,97889
107250,97886
107343,97935
107342,97939
107381,97930
107401,97947
107422,97947
107437,97944
107463,97951
107496,97963
107498,97994
107535,97991
107547,98001
107589,98030
107627,98032
107633,98020
107684,98045
107692,98060
107701,98083
107712,98066
107799,98064
107771,98097
107826,98106
107810,98120
107867,98114
107895,98133
107939,98123
107928,98171
107904,98146
107969,98147
107998,98148
107999,98163
108017,98161
108014,98167
108061,98178
108067,98197
108093,98207
108100,98210
108127,98217
108153,98240
108164,98199
108195,98225
108169,98255
108190,98238
108261,98226
108223,98242
108258,98272
108290,98261
108322,98306
108309,98257
108380,98293
108322,98307
108393,98306
108399,98312
108422,98335
108451,98349
108485,98350
108470,98362
108520,98360
108512,98336
108561,98388
108578,98386
108610,98425
108607,98399
108664,98396
108645,98417
108677,98413
108689,98401
108690,98388
108672,98428
108683,98421
108633,98393
108601,98381
108538,98350
108419,98313
108347,98262
108200,98202
108103,98182
107985,98095
107841,98068
107707,97991
107532,97951
107407,97875
107269,97841
107116,97783
107010,97711
106883,97687
106757,97644
106645,97588
106532,97535
106439,97529
106354,97499
106276,97470
106209,97453
106172,97420
106087,97396
106103,97404
106040,97386
106064,97378
106024,97405
106051,97383
105993,97399
106021,97392
106039,97409
106044,97403
106054,97393
106050,97420
106045,97427
106086,97425
106093,97417
106103,97423
106129,97427
106130,97446
106150,97437
106141,97431
106156,97461
106193,97456
106172,97439
106215,97454
106220,97482
106189,97462
106241,97480
106254,97494
106282,97486
106330,97510
106337,97542
106378,97527
106463,97581
106470,97587
106517,97606
106553,97614
106611,97622
106643,97649
106697,97669
106741,97692
106735,97700
106810,97710
106833,97709
106834,97723
106862,97718
106880,97736
106863,97745
106888,97739
106877,97755
106917,97747
106880,97761
106894,97734
106915,97765
106892,97730
106922,97736
106880,97754
106890,97743
106857,97711
106893,97725
106881,97728
106894,97730
106868,97722
106865,97731
106862,97735
106880,97720
106877,97728
106881,97725
106911,97751
106907,97727
106938,97756
106931,97765
106974,97774
106933,97755
106995,97773
107034,97786
107008,97799
107087,97823
107076,97799
107112,97803
107161,97840
107136,97850
107230,97869
107214,97880
107240,97869
107239,97880
107306,97893
107313,97886
107350,97915
107373,97953
107386,97931
107446,97944
107437,97980
107499,97974
107491,97974
107536,98005
107557,98027
107558,98040
107591,98036
107654,98034
107678,98055
107688,98045
107734,98089
107776,98091
107785,98104
107776,98121
107814,98111
107842,98130
107891,98120
107906,98144
107909,98150
107938,98128
107967,98162
107962,98163
108006,98152
108027,98177
108036,98206
108058,98204
108052,98208
108082,98210
108115,98224
108091,98231
108129,98212
108161,98196
108152,98230
108176,98262
108177,98259
108218,98240
108224,98276
108259,98268
108248,98290
108253,98280
108294,98282
108286,98297
108316,98311
108338,98314
108344,98313
108406,98320
108401,98335
108451,98336
108449,98317
108461,98370
108476,98359
108515,98391
108533,98394
108545,98372
108595,98407
108601,98435
108578,98419
108617,98422
108651,98423
108669,98437
108668,98435
108665,98458
108650,98442
108658,98383
108634,98412
108586,98387
108494,98349
108401,98312
108316,98261
108155,98212
108036,98141
107886,98115
107720,98015
107571,97955
107426,97913
107265,97854
107115,97799
106944,97745
106807,97660
106663,97598
106538,97570
106393,97513
106244,97460
106153,97438
106035,97395
106009,97339
105917,97340
105828,97321
105796,97338
105752,97303
105703,97258
105663,97275
105654,97263
105610,97250
105606,97238
105612,97236
105608,97256
105582,97241
105601,97222
105606,97234
105604,97244
105620,97240
105593,97234
105606,97238
105588,97235
105626,97240
105593,97253
105604,97252
105603,97234
105638,97235
105600,97253
105624,97264
105606,97267
105627,97239
105612,97259
105647,97241
105657,97256
105648,97268
105697,97266
105708,97304
105745,97316
105750,97326
105820,97315
105879,97363
105888,97352
105942,97390
105955,97412
106017,97445
106074,97435
106067,97487
106125,97467
106198,97487
106217,97482
106244,97513
106252,97518
106314,97525
106290,97527
106270,97542
106324,97531
106325,97546
106330,97547
106348,97548
106341,97557
106333,97531
106339,97561
106350,97541
106322,97564
106341,97551
106335,97536
106330,97523
106318,97536
106352,97542
106333,97550
106344,97554
106353,97542
106380,97576
106374,97578
106366,97584
106408,97567
106422,97577
106415,97597
106451,97595
106481,97603
106519,97587
106504,97626
106581,97641
106558,97645
106609,97659
106645,97665
106653,97683
106666,97698
106697,97683
106767,97693
106748,97718
106786,97743
106846,97757
106839,97756
106888,97768
106876,97788
106940,97790
106972,97822
106973,97821
107021,97839
107039,97834
107100,97827
107126,97865
107093,97901
107161,97887
107226,97906
107209,97904
107250,97925
107291,97916
107316,97949
107315,97937
107379,97938
107405,97966
107409,97986
107454,97986
107465,98011
107496,98030
107530,98050
107544,98043
107563,98043
107594,98064
107626,98064
107655,98055
107653,98075
107687,98095
107720,98110
107747,98108
107740,98130
107794,98111
107814,98138
107778,98136
107836,98146
107838,98156
107875,98173
107867,98191
107945,98175
107920,98177
107949,98180
107940,98194
107994,98191
108008,98213
108009,98211
108034,98226
108035,98228
108037,98243
108087,98235
108113,98237
108112,98265
108125,98252
108146,98277
108171,98290
108172,98296
108207,98285
108222,98314
108246,98298
108252,98318
108272,98328
108278,98322
108340,98319
108344,98338
108368,98351
108391,98381
108419,98383
108441,98375
108460,98399
108480,98411
108486,98426
108555,98437
108565,98443
108592,98448
108601,98469
108638,98419
108701,98485
108670,98485
108710,98476
108710,98493
108738,98481
108734,98503
108720,98472
108721,98479
108656,98458
108580,98421
108505,98391
108380,98343
108259,98273
108114,98245
107958,98162
107784,98094
107623,98029
107436,97954
107277,97887
107119,97834
106956,97739
106785,97698
106634,97640
106480,97593
106330,97537
106173,97492
106109,97435
105977,97383
105918,97375
105823,97341
105728,97310
105669,97288
105603,97270
105593,97260
105490,97240
105485,97216
105478,97229
105435,97233
105439,97202
105415,97200
105439,97206
105438,97203
105448,97224
105450,97222
105457,97217
105463,97221
105449,97231
105435,97205
105441,97225
105457,97251
105478,97221
105486,97253
105481,97249
105481,97241
105459,97215
105470,97250
105457,97228
105453,97237
105484,97246
105494,97252
105452,97247
105479,97267
105494,97262
105538,97249
105559,97283
105565,97275
105631,97315
105647,97343
105689,97334
105731,97357
105768,97376
105852,97407
105908,97404
105898,97420
105944,97454
106005,97481
106036,97453
106058,97509
106077,97502
106069,97501
106113,97511
106131,97531
106144,97516
106128,97529
106129,97554
106137,97529
106168,97536
106136,97544
106173,97533
106161,97538
106185,97559
106160,97545
106179,97513
106181,97538
106157,97525
106178,97538
106178,97539
106215,97530
106209,97536
106221,97554
106203,97559
106250,97561
106261,97600
106241,97585
106288,97587
106298,97581
106326,97603
106339,97603
106342,97623
106376,97619
106434,97610
106429,97646
106447,97673
106503,97663
106502,97663
106554,97700
106606,97723
106630,97705
106666,97723
106708,97751
106705,97769
106744,97780
106790,97793
106822,97809
106841,97824
106853,97804
106883,97856
106936,97853
106976,97864
107017,97856
107007,97890
107060,97921
107104,97914
107143,97916
107161,97946
107138,97942
107212,97966
107239,97981
107248,97976
107322,97985
107338,98014
107334,98008
107387,98044
107400,98021
107448,98045
107485,98052
107465,98056
107524,98070
107538,98078
107587,98088
107581,98121
107637,98123
107648,98110
107665,98127
107665,98133
107713,98142
107721,98151
107767,98152
107795,98153
107773,98164
107820,98195
107865,98210
107845,98206
107889,98233
107896,98236
107959,98255
107959,98243
107965,98270
108000,98233
108014,98296
108047,98288
108041,98280
108091,98296
108093,98300
108091,98304
108127,98321
108145,98308
108212,98346
108177,98354
108234,98357
108211,98364
108264,98370
108281,98395
108284,98393
108307,98388
108346,98407
108345,98413
108359,98413
108399,98445
108435,98437
108460,98450
108447,98463
108482,98447
108496,98462
108520,98460
108539,98481
108545,98505
108564,98502
108541,98510
108623,98487
108618,98527
108628,98538
108654,98542
108694,98528
108677,98540
108725,98572
108726,98548
108765,98553
108798,98552
108805,98553
108845,98571
108855,98597
108902,98619
108910,98631
108935,98670
109000,98651
108991,98667
109031,98683
109044,98705
109079,98701
109104,98705
109103,98712
109170,98750
109189,98737
109201,98744
109214,98773
109246,98760
109231,98758
109273,98750
109210,98742
109179,98741
109136,98710
109040,98671
108915,98615
108797,98564
108633,98493
108494,98428
108321,98380
108144,98291
107963,98225
107777,98140
107594,98066
107416,98017
107251,97924
107099,97883
106903,97799
106802,97726
106614,97699
106497,97635
106374,97618
106252,97549
106132,97526
106071,97513
105955,97452
105919,97430
105853,97416
105786,97413
105774,97391
105703,97392
105728,97377
105693,97377
105692,97358
105653,97359
105674,97375
105672,97355
105678,97387
105673,97393
105698,97371
105680,97387
105711,97382
105707,97402
105692,97387
105700,97399
105709,97386
105714,97429
105703,97394
105733,97419
105730,97408
105738,97410
105714,97382
105739,97433
105720,97422
105732,97413
105750,97413
105767,97450
105786,97422
105800,97441
105850,97464
105853,97485
105901,97485
105940,97501
105998,97521
106024,97554
106051,97557
106114,97562
106186,97591
106182,97621
106237,97626
106259,97652
106276,97658
106305,97653
106339,97687
106348,97682
106356,97680
106411,97697
106402,97708
106392,97717
106420,97710
106404,97733
106406,97692
106457,97711
106424,97705
106427,97702
106423,97726
106426,97731
106416,97729
106441,97721
106452,97708
106431,97728
106442,97726
106467,97734
106441,97742
106487,97735
106457,97746
106514,97752
106491,97742
106547,97762
106523,97793
106584,97782
106589,97798
106611,97810
106642,97822
106656,97809
106701,97808
106743,97816
106756,97845
106780,97888
106818,97871
106861,97918
106844,97899
106904,97923
106924,97938
106945,97950
107003,97943
107037,97991
107058,97976
107104,98008
107126,98008
107169,98015
107156,98023
107230,98058
107234,98057
107306,98080
107317,98103
107344,98099
107344,98103
107366,98115
107403,98120
107437,98154
107476,98164
107496,98189
107528,98202
107552,98164
107572,98186
107611,98212
107625,98217
107677,98234
107670,98232
107720,98261
107741,98247
107779,98267
107774,98270
107824,98277
107854,98278
107847,98295
107855,98309
107915,98316
107920,98331
107929,98315
107978,98349
107968,98340
107971,98356
108019,98342
108040,98376
108042,98376
108065,98401
108102,98398
108112,98414
108123,98404
108155,98427
108153,98417
108195,98432
108192,98446
108216,98438
108237,98461
108254,98457
108284,98492
108310,98478
108323,98461
108359,98525
108367,98495
108407,98509
108392,98511
108459,98551
108434,98528
108475,98546
108484,98536
108515,98576
108535,98581
108547,98598
108563,98583
108570,98601
108612,98613
108644,98603
108642,98615
108686,98640
108683,98636
108726,98642
108744,98646
108775,98643
108781,98667
108804,98681
108808,98682
108866,98681
108862,98699
108870,98694
108901,98726
108947,98727
108923,98731
108978,98731
108998,98742
109029,98781
109036,98767
109034,98771
109066,98786
109072,98787
109135,98786
109164,98822
109177,98793
109212,98830
109215,98840
109238,98861
109299,98876
109288,98862
109359,98884
109372,98906
109408,98915
109438,98929
109446,98939
109484,98943
109523,98964
109550,98962
109572,98992
109591,98978
109644,98975
109620,98999
109647,98984
109666,99012
109642,98991
109644,98964
109576,98963
109509,98929
109401,98891
109301,98838
109103,98763
108946,98694
108772,98615
108617,98546
108425,98488
108285,98423
108105,98346
107901,98264
107718,98175
107521,98129
107359,98058
107211,97996
107092,97969
106954,97910
106818,97832
106715,97799
106568,97761
106517,97703
106388,97693
106336,97686
106280,97661
106203,97658
106171,97605
106141,97600
106127,97611
106093,97587
106075,97620
106071,97587
106078,97595
106071,97592
106058,97621
106079,97618
106091,97615
106118,97628
106100,97634
106153,97619
106148,97635
106168,97671
106178,97629
106201,97628
106218,97669
106206,97674
106193,97675
106230,97704
106237,97668
106241,97684
106234,97669
106273,97711
106289,97710
106289,97722
106296,97708
106360,97729
106347,97749
106396,97772
106430,97772
106482,97778
106546,97810
106549,97838
106625,97863
106668,97870
106704,97888
106714,97901
106765,97918
106822,97949
106808,97942
106853,97927
106845,97967
106887,97978
106907,97946
106882,97965
106870,97964
106866,97986
106883,97987
106893,97970
106888,97979
106888,97970
106905,97965
106884,97964
106888,97986
106895,97948
106876,97950
106870,97949
106880,97951
106888,97930
106898,97986
106878,97957
106893,97970
106886,97983
106887,97987
106905,97983
106914,98025
106954,97980
106949,97986
106966,98014
107007,97985
107024,98008
107051,98040
107084,98019
107101,98063
107127,98063
107134,98075
107186,98097
107206,98100
107228,98108
107246,98116
107303,98133
107346,98154
107365,98190
107413,98195
107437,98204
107460,98220
107479,98232
107539,98218
107582,98207
107599,98220
107645,98256
107658,98277
107716,98304
107754,98325
107753,98332
107806,98353
107835,98345
107868,98371
107893,98403
107903,98392
107955,98395
107985,98426
108014,98409
108043,98433
108052,98452
108093,98464
108122,98469
108126,98473
108158,98502
108206,98512
108221,98493
108249,98511
108279,98518
108265,98515
108343,98565
108333,98551
108347,98554
108406,98558
108418,98578
108434,98601
108427,98626
108504,98596
108509,98613
108532,98640
108536,98619
108544,98651
108573,98652
108605,98665
108618,98679
108639,98661
108661,98677
108666,98695
108719,98701
108703,98697
108726,98717
108768,98722
108792,98710
108811,98729
108808,98766
108807,98758
108877,98751
108861,98768
108894,98777
108897,98775
108950,98760
108979,98829
108982,98790
108997,98839
109036,98810
109055,98827
109092,98842
109106,98872
109137,98860
109173,98870
109188,98897
109201,98888
109253,98894
109295,98913
109259,98922
109347,98928
109335,98939
109367,98925
109389,98947
109394,98968
109429,98985
109471,98987
109453,99005
109533,98998
109488,99015
109575,99034
109562,99022
109609,99028
109615,99049
109668,99053
109679,99044
109695,99093
109701,99092
109750,99072
109747,99116
109788,99100
109801,99112
109807,99106
109853,99129
109879,99164
109898,99145
109914,99162
109919,99177
109982,99158
109988,99181
110028,99188
110033,99215
110054,99207
110107,99228
110135,99240
110135,99257
110203,99267
110230,99296
110280,99292
110301,99309
110310,99308
110359,99333
110386,99333
110424,99351
110433,99377
110461,99362
110469,99374
110481,99387
110475,99376
110510,99361
110476,99351
110385,99360
110325,99305
110204,99269
110064,99192
109878,99135
109697,99025
109490,98937
109271,98851
109100,98787
108913,98711
108750,98671
108536,98576
108382,98498
108202,98444
108051,98394
107870,98305
107708,98263
107566,98197
107440,98137
107321,98137
107187,98070
107125,98000
107017,98001
106937,97949
106898,97925
106826,97931
106797,97900
106744,97908
106726,97926
106705,97870
106709,97879
106670,97872
106680,97902
106673,97888
106697,97916
106711,97930
106697,97908
106735,97912
106740,97906
106742,97946
106794,97939
106787,97947
106814,97958
106839,97980
106850,97979
106848,97979
106898,97986
106913,97998
106915,98018
106946,97996
106928,98023
106958,98026
106975,98041
106965,98040
107041,98070
107038,98069
107103,98062
107120,98095
107147,98118
107220,98131
107293,98184
107288,98178
107339,98183
107403,98223
107417,98229
107430,98241
107506,98232
107519,98266
107524,98261
107554,98269
107578,98286
107530,98289
107559,98283
107562,98282
107574,98261
107560,98275
107572,98255
107548,98256
107546,98249
107560,98283
107525,98255
107524,98244
107523,98255
107495,98248
107511,98241
107514,98237
107473,98251
107453,98215
107481,98251
107460,98226
107491,98253
107450,98224
107483,98231
107479,98250
107502,98242
107518,98254
107518,98244
107548,98270
107571,98282
107572,98287
107601,98297
107653,98326
107663,98309
107678,98332
107732,98337
107747,98364
107796,98372
107821,98390
107851,98394
107881,98400
107921,98421
107944,98440
107995,98432
108015,98467
108035,98473
108090,98499
108125,98498
108147,98516
108202,98542
108206,98536
108238,98553
108266,98565
108313,98577
108338,98596
108346,98598
108388,98629
108421,98641
108451,98620
108464,98646
108527,98682
108545,98682
108536,98664
108579,98683
108579,98703
108615,98708
108608,98725
108681,98734
108661,98736
108690,98742
108758,98777
108736,98758
108781,98754
108825,98778
108823,98779
108854,98791
108856,98805
108904,98812
108872,98818
108901,98820
108936,98834
108930,98814
108995,98837
108993,98859
109001,98864
108994,98872
109020,98867
109048,98886
109044,98884
109078,98903
109137,98876
109107,98892
109124,98905
109158,98918
109182,98930
109180,98931
109234,98944
109243,98954
109238,98960
109259,98956
109317,98972
109333,98957
109336,98987
109350,98990
109387,98976
109374,98989
109403,99015
109412,99020
109463,99004
109470,99047
109485,99054
109526,99068
109566,99058
109543,99057
109590,99084
109580,99088
109628,99114
109668,99127
109696,99122
109738,99145
109777,99148
109776,99154
109787,99143
109830,99178
109859,99200
109881,99186
