108426,98355
108458,98317
108450,98348
108445,98337
108463,98347
108472,98337
108494,98364
108503,98377
108514,98387
108510,98353
108522,98363
108533,98383
108544,98378
108540,98392
108566,98397
108602,98415
108613,98420
108627,98426
108666,98423
108701,98464
108723,98447
108733,98457
108763,98464
108793,98521
108792,98483
108852,98491
108843,98514
108889,98512
108872,98546
108883,98521
108910,98526
108939,98537
108908,98538
108908,98521
108941,98532
108938,98554
108953,98526
108949,98522
108921,98540
108950,98530
108940,98536
108943,98521
108933,98513
108909,98541
108942,98514
108939,98518
108949,98544
108938,98522
108905,98539
108958,98524
108953,98514
108960,98541
108945,98537
108980,98564
108979,98553
108997,98557
109015,98556
109046,98569
109031,98580
109009,98568
109057,98598
109093,98587
109106,98581
109100,98587
109159,98613
109142,98602
109220,98640
109185,98640
109196,98634
109219,98667
109241,98650
109265,98662
109263,98687
109286,98636
109328,98698
109345,98706
109328,98680
109362,98704
109376,98720
109392,98744
109412,98743
109414,98713
109443,98731
109472,98753
109463,98751
109495,98747
109511,98743
109525,98767
109527,98778
109551,98803
109564,98789
109577,98771
109579,98807
109603,98824
109605,98821
109647,98805
109655,98823
109620,98826
109674,98858
109682,98833
109695,98859
109699,98864
109729,98859
109709,98838
109767,98861
109776,98879
109757,98873
109811,98882
109818,98886
109818,98901
109830,98903
109855,98911
109847,98903
109889,98920
109930,98932
109891,98933
109893,98943
109921,98931
109953,98951
109942,98959
109956,98963
109974,98947
109988,98974
110019,98984
110000,98986
110026,99005
110050,98976
110047,99001
110049,98999
110046,99013
110021,98984
110002,98974
109928,98964
109905,98941
109844,98924
109775,98889
109701,98836
109652,98818
109606,98819
109525,98784
109449,98748
109373,98704
109312,98667
109208,98637
109162,98604
109100,98611
109022,98581
108947,98533
108924,98500
108887,98505
108864,98477
108807,98463
108767,98461
108773,98450
108766,98474
108748,98453
108702,98447
108700,98470
108703,98448
108707,98458
108711,98447
108723,98465
108747,98469
108700,98492
108701,98449
108725,98496
108755,98470
108754,98486
108765,98496
108768,98487
108804,98463
108777,98475
108777,98521
108796,98493
108788,98508
108789,98495
108788,98527
108815,98516
108837,98525
108854,98551
108848,98512
108855,98550
108881,98534
108928,98553
108915,98552
108918,98559
108965,98575
109020,98601
109040,98594
109041,98578
109059,98619
109060,98631
109095,98607
109101,98628
109118,98636
109110,98649
109120,98661
109120,98670
109156,98640
109135,98657
109141,98670
109169,98655
109124,98633
109141,98653
109127,98653
109126,98631
109127,98650
109159,98624
109116,98644
109097,98641
109151,98641
109127,98639
109139,98642
109097,98633
109129,98616
109140,98633
109101,98632
109142,98646
109147,98636
109129,98648
109165,98624
109110,98658
109149,98646
109163,98652
109145,98643
109191,98662
109174,98661
109193,98653
109199,98644
109194,98680
109249,98684
109232,98675
109268,98675
109280,98690
109280,98727
109305,98696
109327,98706
109292,98715
109324,98708
109355,98713
109369,98750
109361,98740
109416,98748
109413,98753
109426,98756
109440,98784
109448,98772
109475,98765
109484,98786
109494,98769
109520,98798
109519,98802
109535,98796
109519,98785
109571,98821
109560,98807
109587,98824
109609,98847
109586,98819
109617,98854
109644,98836
109663,98831
109630,98833
109690,98845
109719,98896
109688,98880
109686,98882
109734,98871
109709,98878
109732,98905
109726,98853
109767,98880
109775,98894
109778,98902
109789,98884
109814,98912
109789,98905
109833,98911
109825,98920
109827,98905
109864,98929
109835,98941
109866,98934
109878,98946
109908,98941
109915,98970
109923,98943
109918,98986
109946,98941
109958,98988
109965,98979
109983,98970
109941,98976
109974,98977
109984,99016
110011,98981
110000,98997
110010,99009
110035,99006
110011,98983
110021,98991
110006,98986
109968,98983
109964,98966
109924,98958
109865,98936
109829,98891
109744,98884
109687,98855
109605,98813
109520,98785
109453,98758
109385,98709
109298,98663
109232,98681
109142,98621
109034,98597
108989,98560
108883,98516
108839,98516
108750,98470
108694,98430
108680,98406
108597,98398
108575,98368
108500,98378
108516,98359
108479,98369
108461,98350
108441,98341
108393,98323
108404,98342
108388,98330
108395,98329
108371,98334
108378,98326
108381,98353
108354,98324
108335,98319
108370,98355
108376,98326
108349,98352
108357,98332
108360,98333
108331,98335
108368,98345
108354,98334
108368,98331
108354,98378
108354,98331
108345,98354
108377,98335
108376,98373
108345,98351
108378,98338
108379,98362
108375,98365
108419,98346
108438,98383
108464,98397
108478,98416
108478,98409
108506,98408
108534,98452
108533,98445
108577,98439
108590,98428
108582,98450
108609,98475
108581,98478
108594,98487
108619,98454
108667,98486
108660,98465
108649,98470
108669,98475
108665,98466
108673,98488
108691,98484
108681,98492
108678,98475
108681,98481
108688,98467
108636,98469
108674,98484
108688,98472
108660,98484
108686,98465
108654,98492
108667,98460
108673,98484
108671,98478
108707,98488
108670,98473
108724,98488
108702,98487
108731,98523
108756,98526
108767,98517
108754,98524
108786,98527
108791,98521
108812,98542
108801,98559
108850,98546
108847,98565
108866,98563
108889,98585
108921,98584
108914,98599
108944,98590
108964,98594
108966,98616
109007,98607
109021,98611
108993,98624
109071,98658
109071,98677
109070,98646
109101,98674
109109,98668
109157,98668
109136,98702
109184,98683
109179,98695
109216,98716
109211,98711
109230,98724
109259,98728
109251,98752
109298,98733
109310,98730
109316,98758
109352,98750
109338,98773
109375,98775
109366,98789
109401,98810
109412,98794
109446,98827
109447,98824
109433,98839
109496,98807
109477,98842
109491,98827
109520,98855
109511,98834
109526,98837
109554,98837
109548,98871
109564,98877
109583,98869
109566,98875
109614,98857
109616,98870
109599,98897
109649,98894
109636,98891
109658,98900
109676,98912
109712,98922
109707,98930
109722,98936
109724,98923
109758,98927
109768,98921
109766,98948
109759,98971
109797,98970
109802,98966
109834,98977
109845,98980
109868,98971
109882,99011
109877,98995
109911,98997
109936,99034
109922,99027
109960,99037
109965,99048
109955,99032
109959,99058
109952,99036
109957,99032
109950,99030
109890,99003
109886,98997
109828,98963
109738,98945
