ir,red
110135,98117
110176,98127
110290,98242
110298,98187
110226,98200
110142,98101
110256,98145
110357,98224
110290,98256
110336,98253
110239,98151
110379,98210
110466,98275
110425,98303
110442,98268
110396,98222
110445,98267
110560,98354
110634,98328
110626,98354
110550,98326
110674,98425
110805,98462
110770,98422
110808,98463
110750,98409
110849,98464
110959,98484
110982,98547
110997,98486
110917,98486
111001,98552
111130,98593
111088,98641
111158,98568
111057,98559
111245,98601
111314,98717
111304,98654
111341,98681
111256,98611
111421,98697
111472,98801
111447,98755
111488,98724
111377,98670
111548,98822
111626,98855
111597,98800
111643,98787
111589,98731
111703,98846
111720,98901
111793,98882
111709,98893
111703,98799
111893,98938
111936,98933
111927,99016
111915,98923
111908,98925
112011,99019
112133,99051
112142,99063
112157,99019
112064,98974
112165,99093
112285,99119
112290,99141
112285,99080
112174,99060
112311,99118
112396,99147
112335,99154
112253,99072
112190,99033
112271,99127
112229,99044
112015,99024
111874,98917
111667,98749
111586,98805
111502,98747
111221,98555
110965,98488
110738,98289
110616,98297
110456,98244
110305,98138
110096,98066
109849,97899
109858,97943
109803,97933
109643,97880
109523,97753
109281,97703
109347,97751
109256,97746
109124,97642
109119,97605
108937,97554
109023,97559
108942,97605
108902,97511
108876,97498
108698,97448
108823,97539
108800,97487
108764,97527
108696,97466
108653,97384
108760,97447
108758,97543
108734,97419
108643,97454
108610,97410
108702,97479
108778,97523
108695,97467
108654,97469
108593,97369
108763,97521
108742,97550
108669,97477
108677,97435
108623,97463
108779,97561
108779,97582
108777,97510
108813,97531
108743,97531
108917,97607
108938,97622
108946,97632
108958,97576
108909,97608
109024,97653
109122,97738
109092,97647
109074,97645
108992,97654
109155,97758
109216,97714
109118,97699
109061,97688
109034,97635
109189,97781
109179,97742
109144,97673
109119,97691
109109,97641
109191,97737
109151,97699
109126,97726
109112,97632
109039,97673
109182,97747
109123,97733
109075,97671
109038,97637
109023,97618
109146,97742
109194,97717
109095,97718
109029,97606
109017,97658
109135,97720
109157,97738
109174,97691
109061,97677
109081,97701
109242,97730
109268,97780
109205,97770
109166,97643
109196,97748
109274,97769
109304,97828
109333,97757
109272,97763
109354,97796
109412,97837
109440,97841
109470,97852
109421,97792
109501,97873
109634,97908
109636,97942
109573,97917
109570,97885
109629,97872
109747,98028
109750,97972
109776,97993
109719,97888
109802,98022
109940,98070
109899,98068
109948,98062
109859,98013
109954,98027
110099,98125
110097,98147
110027,98107
110040,98068
110093,98105
110186,98218
110176,98183
110227,98184
110187,98090
110206,98177
110372,98292
110339,98239
110374,98223
110260,98184
110429,98259
110475,98295
110499,98328
110479,98277
110427,98267
110549,98281
110599,98421
110583,98392
110595,98346
110568,98314
110674,98413
110794,98462
110725,98453
110765,98443
110646,98372
110812,98427
110840,98528
110870,98447
110796,98483
110761,98406
110815,98468
110838,98432
110801,98452
110676,98324
110465,98258
110513,98273
110367,98257
110170,98128
110036,98038
109778,97863
109683,97901
109599,97867
109472,97782
109288,97720
109061,97554
109057,97551
109014,97627
108887,97507
108713,97430
108516,97305
108606,97394
108533,97343
108432,97340
108322,97275
108136,97174
108256,97189
108224,97279
108171,97153
108078,97188
107984,97100
108045,97157
108089,97167
107992,97178
108003,97146
107869,97077
107990,97157
107996,97154
107990,97129
107936,97137
107811,97026
107942,97180
108013,97184
107947,97136
107920,97127
107845,97021
107984,97177
108013,97154
107954,97137
108003,97148
107871,97103
108071,97173
108052,97229
108073,97195
108081,97154
107984,97164
108126,97273
108255,97288
108185,97276
108221,97279
108205,97253
108378,97333
108414,97412
108379,97349
108412,97315
108386,97309
108490,97414
108606,97455
108521,97389
108516,97393
108463,97378
108564,97428
108580,97458
108616,97442
108526,97348
108540,97357
108611,97451
108689,97474
108607,97455
108549,97389
108552,97386
108654,97413
108669,97498
108630,97409
108575,97348
108564,97386
108694,97491
108685,97494
108656,97392
108633,97408
108585,97397
108697,97456
108749,97450
108693,97483
108617,97431
108651,97398
108740,97490
108791,97546
108805,97514
108733,97427
108726,97491
108893,97578
108888,97621
108916,97539
108863,97480
108844,97552
109038,97609
108982,97626
109020,97609
108985,97578
108952,97619
109167,97693
109174,97697
109102,97668
109081,97634
109182,97645
109257,97758
109334,97750
109307,97758
109246,97664
109288,97763
109430,97771
109436,97788
109459,97823
109403,97773
109435,97754
109492,97894
109570,97897
109564,97845
109553,97861
109638,97856
109674,97944
109685,97929
109754,97927
109681,97848
109690,97951
109838,98035
109866,97995
109861,97970
109807,97915
109905,98011
109948,98091
110051,98069
109976,98063
109963,97992
110062,98078
110163,98179
110192,98099
110165,98157
110153,98059
110184,98151
110316,98264
110326,98216
110290,98194
110281,98163
110347,98178
110422,98314
110436,98264
110475,98234
110409,98154
110426,98274
110565,98359
110475,98262
110463,98235
110349,98208
110369,98189
110346,98233
110203,98113
110109,98058
109863,97936
109818,97896
109706,97848
109559,97832
109415,97688
109194,97575
109102,97604
109021,97555
108930,97537
108748,97396
108549,97332
108536,97326
108533,97340
108393,97289
108283,97168
108076,97128
108172,97112
108118,97176
108020,97118
107945,97060
107833,96964
107866,97082
107939,97026
107856,97035
107756,96992
107689,96903
107789,97041
107839,96987
107751,97024
107728,96954
107680,96897
107726,96965
107826,97087
107791,96973
107710,97032
107641,96903
107796,97027
107818,97091
107778,97007
107735,97047
107708,96907
107819,97064
107867,97049
107881,97060
107847,97063
107783,96975
107954,97133
107968,97153
107984,97095
108019,97111
107918,97099
108139,97198
108196,97207
108235,97257
108224,97269
108185,97176
108273,97254
108398,97370
108376,97284
108408,97296
108292,97257
108417,97345
108556,97410
108478,97327
108481,97374
108375,97269
108585,97372
108578,97389
108499,97395
108555,97339
108405,97296
108599,97386
108559,97397
108602,97371
108535,97347
108470,97275
108610,97392
108589,97431
108597,97354
108571,97340
108469,97301
108627,97440
108668,97394
108609,97392
108555,97354
108558,97376
108695,97396
108665,97476
108662,97440
108663,97365
108655,97377
108739,97442
108845,97475
108819,97474
108781,97474
108748,97409
108887,97536
108936,97578
108901,97555
108977,97508
108903,97487
109061,97617
109061,97620
109061,97610
109118,97618
109092,97572
109274,97665
109267,97681
109265,97660
109234,97681
109246,97702
109428,97749
109421,97756
109432,97771
109401,97723
109383,97699
109518,97831
109534,97867
109605,97858
109549,97770
109623,97798
109729,97891
109757,97907
109721,97932
109743,97854
109748,97901
109881,97955
109958,97974
109876,98013
109908,97919
109887,97940
110056,98029
110049,98095
110098,98032
110021,98028
110108,98042
110200,98102
110255,98144
110207,98093
110168,98075
110265,98116
110329,98144
110384,98199
110398,98165
110326,98166
110415,98220
110524,98266
110597,98313
110527,98310
110520,98204
110594,98270
110683,98302
110686,98393
110664,98288
110602,98295
110644,98305
110739,98334
110743,98413
110739,98318
110573,98298
110589,98227
110568,98321
110516,98210
110328,98154
110102,98028
109985,98002
109969,97950
109708,97850
109561,97736
109352,97618
109177,97576
109179,97553
109022,97529
108831,97422
108663,97308
108628,97279
108570,97347
108465,97227
108352,97216
108197,97063
108197,97099
108169,97173
108141,97084
108003,97092
107926,96965
107931,97038
107960,97044
107883,97048
107903,96971
107740,96950
107850,96973
107847,97053
107856,96964
107833,96962
107740,96916
107761,96999
107858,97084
107844,97053
107854,96984
107727,96925
107873,97023
107869,97060
107902,97072
107850,97026
107821,96941
107865,97057
108017,97106
107927,97104
107937,97074
107874,96999
107997,97112
108113,97190
108088,97132
108165,97168
108104,97090
108264,97255
108306,97273
108377,97306
108383,97294
108328,97256
108420,97332
108491,97339
108555,97341
108489,97357
108428,97240
108578,97331
108614,97441
108593,97333
108623,97333
108466,97283
108658,97377
108647,97404
108613,97416
108551,97390
108476,97322
108660,97369
108628,97416
108664,97346
108587,97342
108542,97288
108636,97416
108688,97400
108604,97350
108612,97374
108540,97259
108662,97390
108620,97410
108654,97383
108645,97352
108548,97286
108703,97463
108754,97396
108691,97438
108711,97380
108681,97362
108832,97444
108827,97506
108879,97494
108813,97438
108794,97366
108906,97527
109011,97520
108967,97522
108994,97535
108918,97459
109097,97564
109148,97616
109084,97586
109083,97585
109086,97525
109239,97626
109316,97691
109245,97673
109264,97672
109218,97614
109373,97749
109468,97734
109387,97746
109440,97702
109394,97734
109543,97807
109635,97820
109593,97847
109555,97751
109575,97797
109678,97837
109724,97885
109780,97877
109750,97843
109658,97849
109851,97922
109838,97968
109841,97937
109863,97891
109824,97879
109991,98030
109999,98032
109972,98000
109965,97971
109990,97968
110156,98082
110220,98093
110159,98066
110197,98039
110228,98060
110349,98188
110337,98191
110393,98167
110330,98144
110393,98116
110523,98189
110578,98278
110541,98240
110444,98184
110526,98220
110594,98277
110608,98320
110614,98260
110600,98232
110521,98207
110578,98245
110603,98289
110478,98204
110277,98084
110162,98041
110169,98046
110002,97956
109763,97828
109540,97703
109455,97662
109402,97695
109238,97571
109050,97521
108847,97346
108742,97342
108759,97339
108631,97283
108499,97264
108367,97116
108265,97158
108306,97131
108192,97147
108130,97102
107949,96978
108002,97000
108000,97087
107948,97053
107882,96994
107827,96910
107890,96944
107894,96993
107923,96980
107856,96995
107753,96906
107821,96980
107872,96977
107917,97033
107838,96987
107790,96908
107895,96985
107934,97051
107979,97081
107887,97029
107904,96996
107966,97071
107996,97093
108001,97122
108057,97056
107984,97019
108106,97096
108211,97196
108198,97166
108250,97164
108171,97111
108337,97249
108400,97296
108474,97307
108477,97329
108399,97238
108571,97358
108616,97359
108693,97443
108646,97387
108572,97309
108669,97421
108754,97411
108713,97460
108693,97361
108619,97311
108717,97418
108720,97490
108746,97383
108686,97425
108634,97308
108730,97427
108740,97478
108711,97387
108631,97384
108606,97282
108653,97415
108728,97399
108669,97399
108654,97360
108569,97315
108721,97405
108712,97424
108750,97454
108718,97413
108598,97332
108767,97378
108766,97469
108809,97421
108805,97436
108674,97391
108849,97468
108870,97476
108890,97484
108834,97444
108816,97392
108935,97526
108979,97546
109047,97534
109036,97577
108968,97429
109111,97610
109137,97620
109162,97650
109185,97630
109084,97559
109207,97638
109343,97712
109271,97631
109325,97654
109277,97630
109416,97766
109465,97734
109452,97779
109451,97749
109377,97667
109544,97813
109673,97847
109593,97836
109636,97781
109605,97805
109733,97897
109773,97878
109793,97888
109782,97900
109698,97857
109865,97920
109957,97941
109902,97987
109923,97906
109902,97932
110033,98046
110046,98022
110040,97998
110093,98027
110019,97967
110179,98130
110224,98121
110214,98058
110218,98075
110207,98061
110345,98128
110453,98239
110394,98172
110408,98120
110380,98110
110553,98229
110519,98278
110594,98247
110501,98242
110459,98170
110598,98267
110690,98322
110586,98268
110619,98245
110536,98216
110616,98233
110637,98249
110453,98204
110376,98081
110172,98020
110199,98036
110041,97978
109857,97907
109641,97697
109449,97699
109435,97623
109297,97628
109059,97486
108920,97393
108745,97296
108760,97341
108643,97338
108472,97242
108339,97101
108233,97046
108187,97134
108208,97109
108019,97026
107976,96941
107879,96948
107953,97039
107930,96986
107864,96959
107721,96848
107759,96854
107816,96958
107774,96896
107758,96926
107646,96851
107644,96902
107718,96938
107778,96935
107708,96909
107650,96881
107653,96829
107747,97004
107751,96913
107759,96928
107632,96890
107684,96892
107783,97018
107795,96939
107764,96992
107712,96929
107758,96933
107877,97016
107920,97019
107917,96980
107841,96997
107874,97048
108104,97123
108082,97117
108151,97100
108086,97057
108211,97154
108301,97257
108291,97252
108340,97208
108248,97185
108340,97246
108410,97275
108485,97291
108424,97290
108352,97196
108428,97284
108519,97260
108474,97367
108478,97256
108440,97222
108450,97263
108536,97290
108526,97332
108527,97278
108440,97207
108442,97259
108542,97340
108488,97292
108441,97300
108381,97164
108492,97301
108553,97279
108494,97325
108487,97227
108384,97210
108536,97264
108568,97367
108524,97317
108565,97289
108452,97263
108544,97341
108647,97352
108692,97374
108651,97312
108567,97334
108702,97339
108737,97410
108772,97408
108808,97428
108731,97343
108812,97442
108944,97500
108928,97466
108953,97499
108860,97450
109011,97520
109050,97536
109104,97564
109112,97529
109024,97498
109131,97581
109248,97618
109239,97580
109270,97630
109182,97535
109319,97711
109399,97747
109374,97727
109395,97690
109370,97661
109530,97768
109590,97777
109613,97756
109601,97753
109513,97721
109641,97787
109714,97893
109766,97851
109772,97826
109688,97805
109891,97882
109900,97975
109936,97904
109913,97930
109870,97852
110064,98021
110084,98058
110074,97981
110131,97990
110026,97981
110168,98057
110244,98083
110275,98100
110296,98084
110178,98052
110386,98126
110445,98184
110370,98177
110400,98133
110340,98123
110515,98221
110502,98222
110507,98208
110570,98223
110459,98108
110622,98273
110647,98244
110567,98247
110562,98177
110383,98123
110503,98160
110427,98184
110235,98073
110061,97931
109861,97818
109803,97884
109672,97732
109427,97695
109210,97521
109039,97457
109028,97452
108924,97393
108694,97343
108565,97192
108409,97139
108402,97195
108279,97141
108193,97085
108024,96962
107976,96919
108023,97002
107920,97001
107820,96895
107753,96900
107674,96795
107726,96928
107726,96930
107602,96841
107617,96797
107569,96796
107670,96856
107601,96881
107605,96811
107513,96762
107521,96767
107647,96823
107576,96846
107617,96860
107555,96797
107520,96798
107551,96893
107593,96912
107606,96872
107536,96823
107510,96817
107701,96865
107700,96914
107607,96854
107636,96847
107582,96856
107690,96939
107848,96983
107791,96973
107734,96914
107805,96920
107917,96999
108002,97043
108009,97068
107979,97042
107972,97048
108186,97149
108162,97173
108122,97125
108165,97069
108167,97116
108258,97214
108277,97180
108210,97144
108151,97108
108237,97124
108316,97207
108344,97226
108283,97150
108260,97126
108315,97158
108320,97236
108337,97172
108343,97187
108210,97159
108293,97115
108372,97208
108351,97221
108357,97171
108232,97114
108317,97152
108341,97242
108382,97217
108298,97187
108281,97152
108344,97158
108444,97249
108467,97220
108435,97220
108362,97160
108430,97239
108490,97319
108580,97278
108546,97294
108470,97236
108502,97277
108703,97359
108695,97370
108635,97346
108672,97307
108751,97388
108823,97444
108807,97437
108875,97395
108782,97388
108901,97400
109025,97524
108983,97511
108949,97493
108968,97453
109005,97500
109195,97597
109134,97581
109157,97566
109030,97517
109228,97595
109273,97656
109324,97633
109330,97663
109216,97595
109396,97666
109443,97760
109407,97706
109461,97677
109416,97647
109492,97748
109530,97758
109604,97761
109543,97773
109450,97703
109601,97773
109687,97834
109666,97842
109679,97762
109607,97764
109682,97833
109750,97923
109782,97849
109797,97844
109677,97796
109812,97864
109896,97921
109873,97956
109881,97877
109848,97852
109962,97976
110046,98042
109995,97982
110011,97943
109944,97876
110106,98046
110101,98060
110188,98038
110188,97997
110064,97985
110171,98006
110169,98062
110151,98014
110052,97997
109900,97852
109852,97897
109799,97885
109565,97781
109432,97657
109161,97524
109119,97558
109010,97462
108859,97372
108675,97242
108443,97180
108482,97169
108296,97184
108188,97070
108077,96994
107911,96944
107879,96985
107833,96908
107735,96917
107652,96786
107480,96723
107568,96831
107560,96807
107403,96791
107432,96703
107329,96679
107352,96733
107382,96783
107381,96722
107274,96692
107271,96661
107330,96726
107416,96758
107284,96714
107329,96694
107209,96679
107359,96798
107350,96793
107297,96736
107311,96699
107267,96688
107381,96814
107446,96779
107397,96799
107317,96777
107336,96712
107463,96777
107465,96848
107513,96830
107460,96811
107427,96781
107571,96911
107714,96929
107657,96960
107693,96892
107693,96907
107873,96978
107879,97061
107914,97024
107854,97036
107909,96958
107990,97089
108016,97061
108045,97101
107964,97070
107985,96991
108039,97115
108106,97085
108104,97104
108048,97011
107964,97041
108120,97079
108083,97121
108088,97068
108048,97045
108051,96989
108122,97130
108152,97091
108053,97111
108022,96998
108074,97048
108109,97136
108141,97124
108131,97119
108098,97024
108055,97073
108170,97118
108191,97135
108218,97098
108195,97112
108231,97092
108339,97214
108342,97241
108362,97232
108301,97130
108357,97205
108476,97219
108523,97287
108504,97288
108475,97251
108509,97263
108601,97310
108656,97371
108630,97320
108584,97321
108638,97363
108735,97426
108848,97416
108768,97370
108782,97398
108829,97408
108987,97503
109039,97513
109029,97539
108999,97481
109072,97500
109197,97622
109250,97588
109190,97629
109235,97528
109242,97582
109361,97696
109360,97680
109394,97683
109344,97585
109464,97714
109554,97736
109568,97747
109500,97753
109488,97683
109541,97746
109647,97825
109680,97814
109675,97782
109594,97727
109692,97846
109852,97901
109787,97864
109866,97898
109760,97822
109905,97878
110007,97991
109972,97971
110034,98002
109995,97871
110117,97987
110157,98069
110204,98072
110193,98017
110189,97979
110277,98066
110372,98174
110359,98143
110343,98090
110289,98068
110383,98088
110431,98224
110453,98177
110421,98120
110373,98101
110462,98104
110460,98214
110426,98145
110281,98081
110175,97947
110186,98010
110046,97982
109903,97880
109727,97754
109438,97624
109343,97584
109241,97560
109038,97488
108829,97316
108617,97244
108618,97224
108523,97245
108373,97152
108170,97038
108054,96929
108036,96977
107960,96994
107842,96925
107785,96843
107616,96749
107703,96820
107648,96813
107554,96821
107483,96732
107390,96696
107444,96745
107446,96817
107457,96754
107405,96764
107293,96690
107396,96719
107445,96821
107424,96731
107362,96745
107287,96661
107464,96793
107463,96802
107448,96810
107423,96720
107353,96730
107525,96793
107567,96813
107527,96854
107538,96796
107457,96734
107623,96884
107607,96910
107676,96878
107668,96906
107621,96853
107783,96965
107878,97056
107872,96982
107893,96974
107913,96994
108060,97053
108110,97147
108132,97074
108155,97128
108150,97042
108291,97209
108279,97183
108266,97182
108310,97143
108237,97093
108332,97213
108358,97194
108298,97188
108361,97168
108251,97108
108413,97226
108429,97173
108368,97176
108356,97144
108267,97153
108354,97222
108375,97205
108406,97168
108307,97147
108321,97118
108372,97209
108436,97217
108429,97228
108397,97196
108362,97118
108472,97278
108513,97242
108501,97283
108521,97184
108445,97193
108625,97284
108692,97374
108692,97294
108637,97302
108655,97296
108860,97389
108878,97454
108852,97431
108875,97358
108919,97376
109076,97526
109121,97542
109144,97563
109138,97475
109198,97543
109354,97659
109386,97712
109421,97650
109358,97617
109439,97666
109549,97699
109611,97722
109660,97729
109610,97751
109670,97701
109788,97870
109857,97810
109841,97818
109808,97835
109866,97867
110024,97962
110064,97963
110111,97948
110100,97902
110136,97963
110237,98017
110341,98062
110357,98086
110356,98013
110412,98072
110545,98174
110616,98168
110555,98188
110579,98113
110577,98205
110681,98259
110788,98287
110792,98248
110686,98233
110825,98260
110870,98307
110977,98322
110961,98339
110897,98324
111016,98325
111069,98419
111173,98461
111129,98416
111027,98381
111104,98390
111299,98492
111280,98535
111286,98459
111239,98417
111333,98519
111362,98558
111398,98518
111274,98516
111187,98359
111174,98392
111094,98440
110936,98323
110799,98219
110464,98036
110402,98030
110235,97978
109974,97838
109735,97735
109455,97499
109303,97535
109246,97468
109067,97427
108875,97308
108649,97227
108612,97196
108623,97249
108441,97160
108351,97051
108238,96987
108201,97051
108214,97090
108150,96969
108073,96998
107961,96920
108030,96935
108012,97015
107975,96964
107986,96978
107931,96849
108021,96947
108103,97046
108064,97008
108005,96950
107960,96941
108058,96954
108160,97062
108109,97050
108072,97036
108050,96946
108153,97089
108254,97113
108205,97090
108166,97078
108167,97039
108278,97090
108335,97189
108372,97203
108356,97144
108368,97121
108528,97258
108574,97295
108622,97272
108674,97339
108648,97243
108826,97372
108954,97486
108990,97454
108967,97475
108986,97410
109147,97541
109158,97543
109169,97541
109148,97524
109123,97469
109219,97584
109276,97581
109292,97553
109188,97590
109187,97477
109227,97603
109307,97586
109255,97581
109176,97560
109089,97500
109222,97516
109204,97603
109185,97502
109187,97493
109025,97458
109190,97533
109159,97553
109162,97517
109078,97467
109050,97412
109135,97540
109184,97584
109162,97472
109128,97511
109077,97485
109182,97537
109237,97590
109198,97535
109216,97513
109166,97521
109297,97558
109365,97637
109288,97621
109305,97564
109309,97555
109410,97644
109508,97751
109461,97691
109411,97669
109408,97650
109588,97702
109606,97788
109646,97722
109611,97718
109577,97655
109724,97821
109764,97766
109770,97844
109763,97763
109749,97784
109881,97853
109900,97916
109905,97871
109942,97848
109910,97856
110015,97966
110088,97964
110108,97971
110093,97926
110033,97942
110208,98012
110202,98064
110218,97995
110189,98014
110182,97960
110337,98098
110424,98104
110338,98086
110313,98035
110287,98027
110510,98169
110543,98184
110572,98220
110482,98140
110541,98121
110680,98238
110720,98294
110696,98256
110746,98192
110774,98247
110837,98341
110907,98383
110939,98307
110861,98329
110900,98287
111000,98397
111001,98367
110963,98396
110981,98284
110979,98385
111114,98391
111008,98403
110972,98332
110835,98243
110804,98284
110780,98245
110636,98212
110422,98083
110233,97974
110026,97876
109931,97865
109706,97737
109509,97593
109268,97489
109079,97455
108962,97409
108904,97383
108642,97234
108544,97153
108364,97099
108365,97143
108254,97113
108169,96996
107959,96934
107974,96930
107924,96992
107892,96911
107818,96886
107738,96820
107671,96805
107790,96911
107741,96848
107723,96838
107641,96770
107655,96842
107648,96858
107726,96846
107685,96839
107596,96784
107698,96868
107776,96859
107738,96914
107740,96842
107641,96825
107699,96845
107770,96941
107810,96930
107747,96889
107714,96856
107761,96885
107880,96893
107872,96983
107870,96919
107775,96927
107943,96971
107978,97057
108002,96990
108017,97071
107997,97019
108097,97059
108240,97135
108284,97122
108235,97166
108244,97067
108308,97203
108482,97267
108456,97245
108388,97227
108370,97151
108435,97245
108563,97300
108480,97252
108477,97285
108376,97184
108508,97221
108542,97320
108521,97235
108456,97260
108368,97140
108461,97240
108456,97238
108415,97268
108441,97176
108312,97162
108458,97221
108451,97280
108419,97188
108412,97194
108319,97137
108361,97193
108448,97275
108368,97232
108376,97217
108346,97115
108445,97255
108569,97258
108489,97224
108534,97255
108410,97218
108596,97299
108606,97314
108652,97330
108637,97261
108584,97247
108701,97393
108773,97355
108782,97435
108792,97352
108689,97311
108920,97437
108935,97521
108897,97445
108966,97448
108920,97402
109074,97515
109084,97598
109088,97586
109150,97496
109063,97529
109275,97567
109280,97614
109332,97625
109328,97655
109307,97547
109459,97722
109461,97712
109444,97717
109482,97665
109476,97657
109592,97754
109668,97828
109639,97743
109645,97766
109626,97701
109789,97856
109849,97895
109825,97872
109816,97813
109823,97791
109984,97924
110067,97991
110069,97946
110037,97925
110057,97890
110190,97987
110266,98085
110247,98033
110201,98020
110258,97990
110328,98123
110381,98120
110426,98092
110404,98122
110370,98048
110501,98211
110551,98155
110530,98155
110506,98145
110502,98139
110640,98199
110595,98266
110588,98188
110523,98122
110469,98073
110468,98189
110413,98125
110274,98048
110058,97887
109873,97783
109823,97759
109620,97746
109365,97578
109184,97475
108923,97389
108849,97377
108818,97323
108537,97218
108393,97055
108281,97056
108250,97055
108094,97036
108030,96961
107887,96872
107726,96820
107816,96837
107741,96902
107651,96822
107523,96719
107525,96704
107539,96745
107518,96789
107470,96771
107431,96702
107363,96672
107431,96747
107515,96768
107386,96700
107419,96663
107403,96699
107459,96774
107486,96757
107463,96799
107409,96705
107442,96750
107549,96803
107525,96804
107512,96791
107478,96738
107483,96726
107607,96906
107625,96875
107589,96832
107618,96770
107667,96855
107728,96934
107827,96913
107795,96935
107777,96866
107878,96906
107965,97042
108063,97030
108015,97082
107974,97020
108113,97081
108233,97125
108190,97160
108225,97112
108145,97095
108189,97138
108328,97171
108357,97190
108271,97138
108259,97113
108267,97097
108343,97172
108387,97227
108291,97179
108210,97095
108309,97092
108348,97229
108347,97161
108306,97159
108206,97051
108273,97165
108359,97167
108314,97206
108282,97139
108223,97054
108350,97126
108332,97213
108379,97178
108276,97160
108239,97099
108373,97198
108461,97214
108419,97208
108410,97189
108336,97177
108406,97214
108562,97274
108517,97284
108519,97260
108459,97193
108609,97328
108701,97386
108657,97333
108669,97290
108614,97282
108740,97407
108883,97419
108863,97441
108837,97440
108769,97387
108958,97420
108956,97542
109020,97477
109056,97471
108936,97454
109021,97519
109177,97578
109136,97563
109207,97554
109132,97517
109196,97608
109312,97620
109333,97644
109283,97652
109245,97523
109399,97640
109435,97744
109392,97712
109430,97689
109354,97616
109551,97735
109580,97800
109549,97741
109595,97800
109512,97668
109695,97831
109794,97819
109815,97851
109762,97852
109715,97808
109901,97842
109940,97975
109989,97883
109956,97941
109878,97861
110050,98017
110143,98053
110111,98006
110217,98008
110163,97966
110275,98082
110315,98107
110371,98080
110330,98070
110314,98017
110435,98145
110526,98201
110468,98104
110483,98180
110419,98042
110513,98210
110502,98171
110534,98151
110428,98064
110270,98009
110259,98006
110225,98058
109995,97872
109845,97775
109528,97640
109478,97694
109355,97583
109153,97448
108929,97377
108669,97276
108673,97229
108577,97260
108435,97125
108185,97058
108025,96960
108080,97004
108011,96929
107856,96929
107770,96805
107621,96772
107662,96783
107672,96829
107588,96778
107467,96718
107433,96686
107483,96698
107551,96741
107436,96732
107395,96718
107362,96638
107456,96779
107509,96810
107445,96758
107424,96686
107431,96686
107493,96782
107570,96827
107506,96755
107527,96707
107487,96742
107622,96851
107639,96843
107613,96805
107617,96826
107566,96797
107755,96868
107735,96933
107734,96906
107743,96901
107807,96850
107912,96980
107946,97008
107992,97005
108047,96996
108030,97012
108245,97142
108249,97155
108320,97124
108300,97120
108338,97123
